site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,flow,flow_dt,flow_unit,flow_nday,class,percentile,percent_median,percent_mean
07035800,"St. Francis River near Mill Creek, MO",37.5024,-90.4579,08020202,1358.29,2019-02-28,cfs,7,0,74.19,221.74,142
07036100,"St. Francis River near Saco, MO",37.3845,-90.4739,08020202,1733.71,2019-02-28,cfs,7,0,75.71,197.09,118.55
07037300,"Big Creek at Sam A Baker State Park, MO",37.2612,-90.5065,08020202,395.86,2019-02-28,cfs,7,0,71.44,242.22,137.85
07037500,"St. Francis River near Patterson, MO",37.1945,-90.5033,08020202,2600,2019-02-28,cfs,7,6,76.73,243.97,139.67
07039500,"St. Francis River at Wappapello, MO",36.9281,-90.2653,08020203,6460,2019-02-28,cfs,7,7,96.06,341.46,264.32
07040000,"St. Francis River at Fisk, MO",36.7903,-90.2008,08020203,,,,,0,,,
07040100,"St. Francis River at St. Francis, AR",36.4556,-90.1378,08020203,,,,,0,,,
07040450,"St. Francis River at Lake City, AR",35.8208,-90.4325,08020203,,,,,0,,,
07043500,"Little River Ditch No. 1 near Morehouse,",36.8345,-89.7301,08020204,1382.71,2019-02-28,cfs,7,6,76.76,298.41,145.08
07047855,"Whiteman's Crk at Ind Dr at Jonesboro, A",35.8086,-90.6422,08020203,16.02,2019-02-28,cfs,7,0,60.95,435.33,103.82
07047942,"LAnguille River near Colt, AR",35.1447,-90.8781,08020205,7662.86,2019-02-28,cfs,7,7,97.63,989.04,605.68
07047950,"LAnguille River at Palestine, AR",34.9728,-90.8856,08020205,,,,,0,,,
07048495,"Town Branch at Armstrong St. at Fayettev",36.0433,-94.136,11010001,13.09,2019-02-28,cfs,7,0,0,0,0
07048550,"West Fork White River east of Fayettevil",36.0539,-94.0831,11010001,210.71,2019-02-28,cfs,7,0,80.11,198.05,156.3
07048600,"White River near Fayetteville, AR",36.0731,-94.0811,11010001,797.14,2019-02-28,cfs,7,5,69.07,204.39,95.47
07048780,"Richland Creek near Goshen, AR",36.0486,-93.9742,11010001,190.14,2019-02-28,cfs,7,0,0,0,0
07049000,"War Eagle Creek near Hindsville, AR",36.2,-93.855,11010001,629.71,2019-02-28,cfs,7,7,90.09,338.43,214.11
07050152,"Roaring River at Roaring River State Par",36.5809,-93.8338,11010001,74.33,2019-02-28,cfs,7,0,76.54,146.35,142.86
07050500,"Kings River near Berryville, AR",36.4272,-93.6208,11010001,1201.57,2019-02-28,cfs,7,6,81.17,257.77,142.88
07050690,"Pearson Creek near Springfield, MO",37.1779,-93.1984,11010002,57.39,2019-02-28,cfs,7,0,83.91,299.69,187
07050700,"James River near Springfield, MO",37.15,-93.2034,11010002,518,2019-02-28,cfs,7,6,81.26,325.07,149.06
07052000,"Wilson Creek at Springfield, MO",37.187,-93.3313,11010002,14.53,2019-02-28,cfs,7,0,57.27,133.43,61.28
07052100,"Wilson Creek near Springfield, MO",37.1685,-93.3703,11010002,15.86,2019-02-28,cfs,7,5,72.1,262.15,61.95
07052120,"South Creek near Springfield, MO",37.1536,-93.3628,11010002,1.79,2019-02-28,cfs,7,0,76.38,617.24,38.17
07052152,"Wilson Creek near Brookline, MO",37.1471,-93.3755,11010002,58.34,2019-02-28,cfs,7,0,73.93,128.79,82.81
07052160,"Wilson Creek near Battlefield, MO",37.1177,-93.4039,11010002,138,2019-02-28,cfs,7,0,71.96,150.46,83.15
07052250,"James River near Boaz, MO",37.0066,-93.3647,11010002,1060.29,2019-02-28,cfs,7,0,80.36,282.74,130.99
07052345,"Finley Creek below Riverdale, MO",36.9749,-93.3279,11010002,660.29,2019-02-28,cfs,7,0,83.19,417.54,181.83
07052500,"James River at Galena, MO",36.8054,-93.4616,11010002,1568.57,2019-02-28,cfs,7,5,70.82,204.43,112.79
07052820,"Flat Creek below Jenkins, MO",36.7506,-93.6185,11010002,236.71,2019-02-28,cfs,7,0,75.28,159.49,137.26
07053250,"Yocum Creek near Oak Grove, AR",36.4544,-93.3561,11010001,89.5,2019-02-28,cfs,7,0,77.92,260.17,146.31
07053810,"Bull Creek near Walnut Shade, MO",36.7178,-93.2068,11010003,426,2019-02-28,cfs,7,0,80.14,332.45,115.29
07054080,"Beaver Creek at Bradleyville, MO",36.7796,-92.9073,11010003,716.86,2019-02-28,cfs,7,0,80.22,323.95,135.44
07055565,"Crooked Creek at Harrison, AR",36.2326,-93.0913,11010003,140.43,2019-02-28,cfs,7,0,66.67,413.03,413.03
07055607,"Crooked Creek at Kelly Crossing at Yellv",36.2303,-92.7094,11010003,1202.14,2019-02-28,cfs,7,0,91.67,383.37,412.82
07055646,"Buffalo River near Boxley, AR",35.9389,-93.405,11010005,144.77,2019-02-28,cfs,7,0,80.23,147.26,118.03
07055660,"Buffalo River at Ponca, AR",36.0225,-93.3547,11010005,297.57,2019-02-28,cfs,7,0,82.62,192.69,166.7
07055680,"Buffalo River at Pruitt, AR",36.0592,-93.1378,11010005,484.14,2019-02-28,cfs,7,0,87.83,232.12,207.38
07055790,"Big Creek near Mt. Judea, AR",35.9386,-93.0727,11010005,115.77,2019-02-28,cfs,7,0,75,225.5,218.76
07055875,"Richland Creek near Witts Spring, AR",35.7972,-92.9289,11010005,275,2019-02-28,cfs,7,0,77.84,215.82,163.13
07056000,"Buffalo River near St. Joe, AR",35.9831,-92.7472,11010005,2490,2019-02-28,cfs,7,6,80.85,248.1,144.63
07056515,"Bear Creek near Silver Hill, AR",35.94,-92.7133,11010005,629.57,2019-02-28,cfs,7,0,95,577.75,439.74
07056700,"Buffalo River near Harriet, AR",36.0678,-92.5775,11010005,3262.86,2019-02-28,cfs,7,0,93.75,256.03,248.45
07057370,"White River near Norfork, AR",36.2236,-92.3,11010004,11785.7,2019-02-28,cfs,7,0,60.99,217.74,136.5
07057500,"North Fork River near Tecumseh, MO",36.623,-92.2481,11010006,1444.29,2019-02-28,cfs,7,6,83.9,203.85,143.17
07058000,"Bryant Creek near Tecumseh, MO",36.6272,-92.3061,11010006,1394.29,2019-02-28,cfs,7,7,91.71,337.71,200.98
07060500,"White River at Calico Rock, AR",36.1167,-92.1431,11010004,15114.3,2019-02-28,cfs,7,5,65.33,135.52,113.84
07060710,"North Sylamore Creek near Fifty Six, AR",35.9917,-92.2139,11010004,124.26,2019-02-28,cfs,7,6,81.37,379.77,165.77
07061000," White River at Batesville, AR",35.7603,-91.6411,11010004,15542.9,2019-02-28,cfs,7,5,54.24,116.02,89.08
07061270,"East Fork Black River near Lesterville, ",37.5526,-90.8424,11010007,109.47,2019-02-28,cfs,7,0,80.43,191.48,141.42
07061290,"E. Fk. Black R. bl Lower Taum Sauk Reser",37.4936,-90.8383,11010007,229.6,2019-02-28,cfs,5,0,74.1,308.44,152.46
07061500,"Black River near Annapolis, MO",37.3381,-90.7887,11010007,1081.14,2019-02-28,cfs,7,6,81.06,205.45,125.52
07061600,"Black River below Annapolis, MO",37.3251,-90.764,11010007,1462.57,2019-02-28,cfs,7,0,84.35,254.99,199.23
07061900,"Logan Creek at Ellington, MO",37.2475,-90.9655,11010007,55.1,2019-02-28,cfs,7,0,82.05,375.34,151.58
07062500,"Black River at Leeper, MO",37.0587,-90.687,11010007,3627.14,2019-02-28,cfs,7,7,93.39,376.37,288.31
07062575,"Black River above Williamsville, MO",36.9725,-90.5969,11010007,3651.43,2019-02-28,cfs,7,0,90,335.83,353.08
07063000,"Black River at Poplar Bluff, MO",36.7596,-90.3881,11010007,3981.43,2019-02-28,cfs,7,7,91.91,276.21,212.49
07064000," Black River near Corning, AR",36.4019,-90.5414,11010007,6074.29,2019-02-28,cfs,7,7,92.19,309.8,217.71
07064440,"Current River at Montauk State Park, MO",37.4484,-91.6713,11010008,198.86,2019-02-28,cfs,7,0,91.67,164.35,172.46
07064533,"Current River above Akers, MO",37.3757,-91.5528,11010008,964.86,2019-02-28,cfs,7,0,94.12,257.2,256.58
07065200,"Jacks Fork near Mountain View, MO",37.0562,-91.6682,11010008,398.29,2019-02-28,cfs,7,0,84.94,267.43,194.97
07065495,"Jacks Fork at Alley Spring, MO",37.1482,-91.4431,11010008,561,2019-02-28,cfs,7,0,74.42,240.77,133.43
07066000,"Jacks Fork at Eminence, MO",37.1541,-91.3582,11010008,1130.43,2019-02-28,cfs,7,6,87.81,252.61,177.25
07067000,"Current River at Van Buren, MO",36.9914,-91.0135,11010008,4495.71,2019-02-28,cfs,7,7,90.94,239.5,180.96
07067500,"Big Spring near Van Buren, MO",36.9509,-90.9919,11010008,726.8,2019-02-28,cfs,5,7,92.12,166.64,151.71
07068000,"Current River at Doniphan, MO",36.622,-90.8476,11010008,6224.29,2019-02-28,cfs,7,7,90.94,223.49,181.57
07068510,"Little Black River below Fairdealing, MO",36.6317,-90.5754,11010008,611.86,2019-02-28,cfs,7,0,74.77,334.75,167.74
07069000,"Black River at Pocahontas, AR",36.2542,-90.9703,11010009,18271.4,2019-02-28,cfs,7,7,91.78,281.84,233.57
07069190,"Mammoth Spring at Mammoth Spring, AR",36.4978,-91.5356,11010010,477.57,2019-02-28,cfs,7,6,86.62,122.54,124.17
07069220,"Spring River near Mammoth Springs, AR",36.4603,-91.5268,11010010,,,,,0,,,
07069295,"South Fork Spring River at Saddle, AR",36.3522,-91.6336,11010010,674.29,2019-02-28,cfs,7,0,80.05,274.58,206.75
07069305,"Spring River at Spring Street Bridge at ",36.3136,-91.4828,11010010,2324.29,2019-02-28,cfs,7,0,93.75,203.86,201.96
07069500,"Spring River at Imboden, AR",36.2056,-91.1717,11010010,3595.71,2019-02-28,cfs,7,6,85.45,238.08,179.06
07071000,"Greer Spring at Greer, MO",36.7866,-91.3475,11010011,647.71,2019-02-28,cfs,7,7,96.44,175.87,175.48
07071500,"Eleven Point River near Bardley, MO",36.6487,-91.2008,11010011,1995.71,2019-02-28,cfs,7,7,93.61,284.14,219.55
07072000,"Eleven Point River near Ravenden Springs",36.3464,-91.1142,11010011,2900,2019-02-28,cfs,7,6,89.17,245.33,197.41
07072500,"Black River at Black Rock, AR",36.1025,-91.0978,11010009,31085.7,2019-02-28,cfs,7,7,95.48,318.45,260.99
07074420,"Black River at Elgin Ferry, AR",35.7656,-91.3003,11010009,33971.4,2019-02-28,cfs,7,0,95,284.79,272.58
07074500,"White River at Newport, AR",35.6053,-91.2889,11010013,61228.6,2019-02-28,cfs,7,7,90.62,243.38,199.72
07074670,"Tuckerman Ditch at Tuckerman, AR",35.7265,-91.2005,11010013,21.69,2019-02-28,cfs,7,0,0,0,0
07074850,"White River near Augusta, AR",35.2944,-91.3942,11010013,70657.1,2019-02-28,cfs,7,0,92.86,307.59,288.91
07075000," Middle Fork of Little Red River at Shir",35.6567,-92.2928,11010014,1147.57,2019-02-28,cfs,7,6,80.39,265.68,155.48
07075250,"S Fk Lit Red Riv us of Gulf Mt WMA nr Sc",35.5471,-92.7077,11010014,186,2019-02-28,cfs,7,0,68.97,143.31,145.3
07075270,"South Fork of Little Red River near Scot",35.5697,-92.6219,11010014,312.29,2019-02-28,cfs,7,0,75.18,227.65,175.95
07075300,"South Fork of Little Red River at Clinto",35.5869,-92.4514,11010014,612.57,2019-02-28,cfs,7,6,81.52,295.31,156.19
07076517,"Little Red River near Dewey, AR",35.4381,-91.7458,11010014,4155.71,2019-02-28,cfs,7,0,76.29,134.74,150.21
07076530,"Big Creek near Letona, AR",35.362,-91.801,11010014,496.29,2019-02-28,cfs,7,0,83.33,376.72,297.73
07076750,"  White River at Georgetown, AR",35.1289,-91.4497,08020301,76371.4,2019-02-28,cfs,7,0,93.23,220.36,197.9
07077000,"White River at DeValls Bluff, AR",34.7944,-91.4447,08020301,,,,,0,,,
07077380,"Cache River at Egypt, AR",35.8575,-90.9331,08020302,5534.29,2019-02-28,cfs,7,8,98.11,581.6,413.73
07077555,"Cache River near Cotton Plant, AR",35.0356,-91.3225,08020302,9820,2019-02-28,cfs,7,0,96.67,570.46,454.87
07077652,"Lost Creek at Floyd St. at Jonesboro, AR",35.85,-90.7214,08020302,143.74,2019-02-28,cfs,7,0,87.5,373.74,354.04
07079300,"EF ARKANSAS R AT US HIGHWAY 24, NR LEADV",39.2725,-106.306,11020001,,,,,0,,,
07081200,"ARKANSAS RIVER NEAR LEADVILLE, CO",39.249,-106.348,11020001,,,,,0,,,
07083000,"HALFMOON CREEK NEAR MALTA, CO",39.1722,-106.389,11020001,,,,,0,,,
07083200,"HALFMOON CR BL HALFMOON DIVERSION NR LEA",39.1857,-106.383,11020001,,,,,0,,,
07091200,"ARKANSAS RIVER NEAR NATHROP, CO",38.6522,-106.051,11020001,,,,,0,,,
07094500,"ARKANSAS RIVER AT PARKDALE, CO.",38.4872,-105.374,11020001,,,,,0,,,
07096250,"FOURMILE CREEK BELOW CRIPPLE CREEK NEAR ",38.6639,-105.228,11020002,,,,,0,,,
07099050,"BEAVER CR ABV UPPER BEAVER CEMETERY NR P",38.5617,-105.022,11020002,,,,,0,,,
07099060,"BEAVER CREEK ABOVE HIGHWAY 115 NEAR PENR",38.4892,-104.997,11020002,,,,,0,,,
07099230,"TURKEY CREEK AB TELLER RES NEAR STONE CI",38.465,-104.827,11020002,,,,,0,,,
07099238,"TELLER RESERVOIR SPILLWAY NEAR STONE CIT",38.4389,-104.821,11020002,,,,,0,,,
07099970,"ARKANSAS RIVER AT MOFFAT STREET AT PUEBL",38.2536,-104.606,11020002,40.6,2019-02-28,cfs,7,0,11.33,40.76,32.19
07099973,"ARKANSAS RIVER TRIBUTARY ABOVE HWY 227 A",38.2539,-104.596,11020002,16.03,2019-02-28,cfs,7,0,26.51,58.78,57.85
07100300,"FOUNTAIN CREEK AT CASCADE, CO",38.8971,-104.972,11020003,,,,,0,,,
07100750,"WALDO CANYON ABV MOUTH NEAR MANITOU SPRI",38.8881,-104.936,11020003,,,,,0,,,
07103100,"WILLIAMS CANYON ABV MOUTH NEAR MANITOU S",38.8888,-104.919,11020003,,,,,0,,,
07103700,"FOUNTAIN CREEK NEAR COLORADO SPRINGS, CO",38.8547,-104.878,11020003,12.47,2019-02-28,cfs,7,6,87.27,157.85,144
07103703,"CAMP CREEK AT GARDEN OF THE GODS, CO",38.8769,-104.873,11020003,0,2019-02-28,cfs,7,0,,,
07103780,"MONUMENT C AB N.GATE BLVD AT USAF ACADEM",39.031,-104.847,11020003,5.72,2019-02-28,cfs,7,5,57.8,109.79,93.16
07103797,"WEST MONUMENT CREEK BELOW RAMPART RESERV",38.975,-104.956,11020003,3.89,2019-02-28,cfs,7,0,43,96.29,90.05
07103800,"WEST MONUMENT CREEK AT U.S. AIR FORCE AC",38.9705,-104.903,11020003,4.07,2019-02-28,cfs,7,7,91.12,1197.06,432.98
07103965,"PINE CREEK ABV BRIARGATE PKWY,ABV COLO S",38.9675,-104.794,11020003,1.58,2019-02-28,cfs,7,0,0,0,0
07103970,"MONUMENT CR ABV WOODMEN RD AT COLORADO S",38.9339,-104.817,11020003,14.36,2019-02-28,cfs,7,0,49.49,99.51,87.61
07103980,"COTTONWOOD CREEK AT WOODMEN RD NR COLO S",38.9394,-104.741,11020003,2.65,2019-02-28,cfs,7,0,95.85,297.75,262.38
07103987,"COTTONWOOD CK AT UNION BLVD, AT COLO SPR",38.9304,-104.776,11020003,5.89,2019-02-28,cfs,7,0,0,0,0
07103990,"COTTONWOOD CREEK AT MOUTH AT PIKEVIEW, C",38.9272,-104.814,11020003,8.08,2019-02-28,cfs,7,7,94.64,179.56,179.56
07104000,"MONUMENT CREEK AT PIKEVIEW, CO.",38.9178,-104.819,11020003,24.24,2019-02-28,cfs,7,6,80.33,151.5,134.37
07104905,"MONUMENT CREEK AT BIJOU ST. AT COLO. SPR",38.8372,-104.829,11020003,39.11,2019-02-28,cfs,7,0,81.34,125.59,128.69
07105000,"BEAR CREEK NEAR COLORADO SPRINGS, CO",38.8225,-104.889,11020003,0.69,2019-02-28,cfs,7,0,14.67,61.06,62.16
07105490,"CHEYENNE CREEK AT EVANS AVE AT COLORADO ",38.7905,-104.864,11020003,0.57,2019-02-28,cfs,7,0,14.38,42.54,32.2
07105500,"FOUNTAIN CREEK AT COLORADO SPRINGS, CO",38.8164,-104.823,11020003,56.37,2019-02-28,cfs,7,7,91.49,185.24,174.63
07105530,"FOUNTAIN CR BLW JANITELL RD BLW COLO. SP",38.8031,-104.796,11020003,104.94,2019-02-28,cfs,7,0,75.2,113.02,112.88
07105600,"SAND CREEK ABOVE MOUTH AT COLORADO SPRIN",38.7883,-104.774,11020003,1.82,2019-02-28,cfs,7,0,45.66,79.82,65
07105780,"B DITCH DRAIN NEAR SECURITY, CO.",38.7525,-104.762,11020003,1.74,2019-02-28,cfs,7,0,87.5,790.91,696
07105800,"FOUNTAIN CREEK AT SECURITY, CO",38.7294,-104.734,11020003,132,2019-02-28,cfs,7,7,92.6,145.05,152.74
07105815,"CLOVER DITCH DRAIN AT QUINN ST NR WIDEFI",38.7297,-104.768,11020003,0.95,2019-02-28,cfs,7,0,0,0,0
07105820,"CLOVER DITCH DRAIN NEAR WIDEFIELD, CO.",38.7186,-104.729,11020003,3.37,2019-02-28,cfs,7,0,54.58,106.98,109.77
07105900,"JIMMY CAMP CREEK AT FOUNTAIN, CO.",38.6844,-104.689,11020003,0.59,2019-02-28,cfs,7,3,6.67,45.04,44.36
07106000,"FOUNTAIN CREEK NEAR FOUNTAIN, CO.",38.6017,-104.67,11020003,234.67,2019-02-28,cfs,6,8,97.96,227.77,261.33
07106300,"FOUNTAIN CREEK NEAR PINON, CO",38.4294,-104.598,11020003,172.14,2019-02-28,cfs,7,7,93.15,151.96,151.97
07106500,"FOUNTAIN CREEK AT PUEBLO, CO.",38.2878,-104.601,11020003,155.29,2019-02-28,cfs,7,7,90.24,176.61,184.01
07108900,"ST. CHARLES RIVER AT VINELAND, CO.",38.2456,-104.486,11020002,12.6,2019-02-28,cfs,7,5,61.27,122.45,96.04
07109500,"ARKANSAS RIVER NEAR AVONDALE, CO.",38.2481,-104.399,11020002,262.86,2019-02-28,cfs,7,4,12.72,76.13,66.83
07116500,"HUERFANO RIVER NEAR BOONE, CO.",38.225,-104.261,11020005,2.05,2019-02-28,cfs,7,5,25.12,33.5,15.52
07119500,"APISHAPA RIVER NEAR FOWLER, CO",38.1085,-103.968,11020007,29.84,2019-02-28,cfs,7,7,92.27,692.34,343.78
07121500,"TIMPAS CREEK AT MOUTH NEAR SWINK, CO.",38.0031,-103.656,11020005,14.06,2019-02-28,cfs,7,5,33.61,75.15,46.02
07124000,"ARKANSAS RIVER AT LAS ANIMAS, CO.",38.0808,-103.22,11020009,151.86,2019-02-28,cfs,7,5,68.85,120.25,101.93
07124200,"PURGATOIRE RIVER AT MADRID, CO.",37.1295,-104.64,11020010,16.53,2019-02-28,cfs,7,5,37.43,84.6,72.66
07124410,"PURGATOIRE RIVER BELOW TRINIDAD LAKE, CO",37.1439,-104.548,11020010,0.03,2019-02-28,cfs,7,4,13.33,10.71,0.89
07126300,"PURGATOIRE RIVER NEAR THATCHER, CO.",37.3564,-103.9,11020010,15.01,2019-02-28,cfs,7,4,24.05,64.26,55.92
07128500,"PURGATOIRE RIVER NEAR LAS ANIMAS, CO",38.0342,-103.201,11020010,16,2019-02-28,cfs,7,4,24.26,63.64,56.52
07133000,"ARKANSAS RIVER AT LAMAR, CO",38.1058,-102.618,11020009,33.67,2019-02-28,cfs,6,6,83.43,199.7,96.5
07134100,"BIG SANDY CREEK NEAR LAMAR, CO.",38.1142,-102.484,11020009,10.87,2019-02-28,cfs,7,5,55.03,114.9,67.22
07134180,"ARKANSAS RIVER NEAR GRANADA, CO.",38.0956,-102.311,11020009,90.1,2019-02-28,cfs,7,5,54.17,108.55,90
07137000,"FRONTIER DITCH NR COOLIDGE, KS",38.0383,-102.039,11030001,0,2019-02-28,cfs,7,0,,,
07137010,"FRONTIER DITCH RETURN NR COOLIDGE, KS",38.0314,-101.935,11030001,0,2019-02-28,cfs,7,0,,,
07137500,"ARKANSAS R NR COOLIDGE, KS",38.0275,-102.012,11030001,116.86,2019-02-28,cfs,7,5,50.65,100.74,91.84
07138000,"ARKANSAS R AT SYRACUSE, KS",37.9661,-101.757,11030001,118.29,2019-02-28,cfs,7,5,50.5,101.61,77.41
07138020,"ARKANSAS R AT KENDALL, KS",37.93,-101.549,11030001,123.71,2019-02-28,cfs,7,0,80.01,162.12,147.03
07138050,"AMAZON GREAT EASTERN DITCH NR LAKIN, KS",37.8972,-101.441,11030001,,,,,0,,,
07138064,"SOUTHSIDE DITCH RETURN NR DEERFIELD, KS",37.9599,-101.121,11030001,0,2019-02-28,cfs,6,0,,,
07138070,"ARKANSAS R AT DEERFIELD, KS",37.9697,-101.129,11030001,96.81,2019-02-28,cfs,7,0,76.2,359.89,145.32
07139000,"ARKANSAS R AT GARDEN CITY, KS",37.9559,-100.877,11030001,,,,,0,,,
07140850,"PAWNEE R NR BURDETT, KS",38.2067,-99.6435,11030005,,,,,0,,,
07140880,"BUCKNER C AB HORSETHIEF RE NR JETMORE, K",38.0492,-100.082,11030006,,,,,0,,,
07140890,"BUCKNER C BL HORSETHIEF RE NR JETMORE, K",38.0603,-100.045,11030006,6.03,2019-02-28,cfs,7,0,90,585.44,515.38
07140900,"BUCKNER C NR JETMORE, KS",38.0753,-99.9169,11030006,,,,,0,,,
07141000,"BUCKNER C AT HANSTON, KS",38.1184,-99.7165,11030006,,,,,0,,,
07141200,"PAWNEE R AT ROZEL, KS",38.2075,-99.4062,11030005,18.81,2019-02-28,cfs,7,6,87.24,657.69,200.96
07141220,"ARKANSAS R NR LARNED, KS",38.2036,-99.0023,11030004,,,,,0,,,
07141300,"ARKANSAS R AT GREAT BEND, KS",38.3531,-98.7643,11030004,62.49,2019-02-28,cfs,7,5,46.61,82.38,45.26
07141780,"WALNUT C AT NEKOMA, KS",38.4772,-99.4382,11030008,,,,,0,,,
07141900,"WALNUT C AT ALBERT, KS",38.4617,-99.0148,11030008,,,,,0,,,
07142019,"CHEYENNE BOTTOMS DV NR GREAT BEND, KS",38.4478,-98.757,11030011,0.13,2019-02-28,cfs,7,0,55,216.67,2.71
07142300,"RATTLESNAKE C NR MACKSVILLE, KS",37.8717,-98.8762,11030009,2.83,2019-02-28,cfs,7,4,19.86,23.58,16.72
07142575,"RATTLESNAKE C NR ZENITH, KS",38.0936,-98.5462,11030009,31.43,2019-02-28,cfs,7,5,51.75,108.38,79.51
07142680,"ARKANSAS R NR NICKERSON, KS",38.145,-98.1112,11030010,265.14,2019-02-28,cfs,7,0,74.49,295.03,144.34
07143300,"COW C NR LYONS, KS",38.3083,-98.192,11030011,,,,,0,,,
07143330,"ARKANSAS R NR HUTCHINSON, KS",37.9464,-97.775,11030010,596.57,2019-02-28,cfs,7,6,84.06,235.4,169.64
07143375,"ARKANSAS R NR MAIZE, KS",37.7814,-97.3898,11030010,711,2019-02-28,cfs,7,6,85.74,395.64,172.3
07143665,"L ARKANSAS R AT ALTA MILLS, KS",38.1122,-97.592,11030012,161.91,2019-02-28,cfs,7,6,80.25,821.88,85.1
07143672,"L ARKANSAS R AT HWY 50 NR HALSTEAD, KS",38.0286,-97.5406,11030012,174.96,2019-02-28,cfs,7,0,81.54,673.7,98.06
07144050,"EMMA C AT SEDGWICK, KS",37.9851,-97.4455,11030012,43.06,2019-02-28,cfs,5,0,75,375.41,448.07
07144100,"L ARKANSAS R NR SEDGWICK, KS",37.8831,-97.4245,11030012,199.84,2019-02-28,cfs,7,0,81.3,365.27,61.2
07144200,"L ARKANSAS R AT VALLEY CENTER, KS",37.8322,-97.3889,11030012,214.71,2019-02-28,cfs,7,6,81.85,374.71,78.26
07144300,"ARKANSAS R AT WICHITA, KS",37.6433,-97.3353,11030013,901.29,2019-02-28,cfs,7,6,79.07,232.72,120.46
07144480,"COWSKIN C AT 119TH ST AT WICHITA, KS",37.7017,-97.4809,11030013,7.2,2019-02-28,cfs,7,0,80.37,176.9,133.58
07144486,"CALFSKIN C AT 119TH ST, WICHITA, KS",37.6742,-97.4803,11030013,1.42,2019-02-28,cfs,7,0,88.89,1183.33,645.45
07144490,"COWSKIN C AT KELLOGG ST, WICHITA, KS",37.6657,-97.4577,11030013,14.76,2019-02-28,cfs,7,0,88.89,256.7,215.16
07144550,"ARKANSAS R AT DERBY, KS",37.5442,-97.2756,11030013,1025.86,2019-02-28,cfs,7,5,74.32,222.39,114.69
07144570,"ARKANSAS R AT MULVANE, KS",37.4755,-97.2613,11030013,994.57,2019-02-28,cfs,7,0,80,276.27,275.53
07144780,"NF NINNESCAH R AB CHENEY RE, KS",37.8625,-98.0139,11030014,259.14,2019-02-28,cfs,7,6,85.14,262.9,180.35
07144910,"SF NINNESCAH R NR PRATT, KS",37.6378,-98.7209,11030015,10.28,2019-02-28,cfs,7,5,48.69,98.47,82.11
07145200,"SF NINNESCAH R NR MURDOCK, KS",37.5617,-97.8531,11030015,297.86,2019-02-28,cfs,7,6,86.25,176.25,145.49
07145500,"NINNESCAH R NR PECK, KS",37.457,-97.4239,11030016,720.71,2019-02-28,cfs,7,6,80.86,235.47,147.62
07145600,"ARKANSAS R ON HWY 160 AT OXFORD, KS",37.2744,-97.1623,11030013,1631.43,2019-02-28,cfs,7,0,75,203.46,202.06
07145700,"SLATE C AT WELLINGTON, KS",37.2495,-97.4037,11030013,31.77,2019-02-28,cfs,7,5,67.27,188.88,36.98
07146500,"ARKANSAS R AT ARKANSAS CITY, KS",37.0375,-97.0392,11030013,1724.29,2019-02-28,cfs,7,6,79.71,194.65,120.6
07146800,"WB WALNUT R NR EL DORADO, KS",37.8267,-96.8492,11030017,64.74,2019-02-28,cfs,7,0,76.11,818.46,259.9
07147070,"WHITEWATER R AT TOWANDA, KS",37.7961,-97.0145,11030017,146.79,2019-02-28,cfs,7,5,74.15,309.95,73.79
07147800,"WALNUT R AT WINFIELD, KS",37.2239,-96.9961,11030018,948.29,2019-02-28,cfs,7,6,79.35,567.33,122.77
07148111,"GROUSE C NR SILVERDALE, KS",37.0484,-96.8913,11060001,209.57,2019-02-28,cfs,7,0,80,628.58,347.78
07148400,"Salt Fork Arkansas River nr Alva, OK",36.815,-98.6481,11060002,120.71,2019-02-28,cfs,7,5,73.02,198.77,123.22
07149000,"MEDICINE LODGE R NR KIOWA, KS",37.0389,-98.4709,11060003,181.29,2019-02-28,cfs,7,6,81.81,173.32,134.88
07149520,"Salt Fork Arkansas River at SH 11 nr Che",36.8056,-98.2472,11060004,337.71,2019-02-28,cfs,7,0,83.33,295.49,334.9
07151000,"Salt Fork Arkansas River at Tonkawa, OK",36.672,-97.3095,11060004,556.43,2019-02-28,cfs,7,6,75.34,173.46,83.21
07151500,"CHIKASKIA R NR CORBIN, KS",37.1289,-97.602,11060005,307.2,2019-02-28,cfs,5,6,83,216.78,140.28
07152000,"Chikaskia River near Blackwell, OK",36.8114,-97.2773,11060005,413.43,2019-02-28,cfs,7,6,76.53,211.4,81.46
07152500,"Arkansas River at Ralston, OK",36.5042,-96.7284,11060006,2802.86,2019-02-28,cfs,7,5,36.95,72.05,50.26
07153000,"Black Bear Creek at Pawnee, OK",36.3437,-96.7995,11060006,56.84,2019-02-28,cfs,7,5,62.75,249.52,28.52
07154500,"Cimarron River near Kenton, OK",36.9267,-102.959,11040001,1.46,2019-02-28,cfs,7,5,58.44,147.47,114.96
07156900,"Cimarron River near Forgan, OK",37.0111,-100.492,11040006,16.69,2019-02-28,cfs,7,1,1.89,36.74,32.96
07157500,"CROOKED C NR ENGLEWOOD, KS",37.0325,-100.211,11040007,8.24,2019-02-28,cfs,6,4,21.38,63.05,51.31
07157740,"CIMARRON R NR BUTTERMILK, KS",37.0267,-99.4796,11040008,47.14,2019-02-28,cfs,7,0,49.48,98.81,73.44
07157940,"BLUFF C NR BUTTERMILK, KS",37.032,-99.4796,11040008,37.89,2019-02-28,cfs,7,0,72.72,188.13,147.43
